Number,URL,Name,Parsed_Ingredients,Steps
618,https://www.jamieoliver.com/recipes/vegetables-recipes/mushroom-soup-with-stilton-apple-walnut-cro-tes/,Mushroom soup,"['soup', 'onion', 'chicken vegetable stock', 'garlic', 'portobello mushroom', 'rice', 'single cream', 'truffle', 'croutes', 'mushroom', 'ciabatta', 'garlic', 'eating apple', 'curly', 'lemon', 'stilton cheese', 'walnut']","['Ingredients out • Kettle boiled • Oven grill on high • Large lidded pan, medium heat • Griddle pan, high heat • Stick blenderSTART COOKING\nPeel, halve and finely slice the onions and put them into the large pan with 2 tablespoons of olive oil. Crumble in the stock cube, add a pinch of sea salt and black pepper, strip in the thyme leaves and squash in 2 unpeeled cloves of garlic through a garlic crusher.De-stalk the chestnut mushrooms and place the tops on the griddle pan, turning when charred. Tear the chestnut stalks and portobellos into the onion pan, add the rice and cook for a couple of minutes. Pour in 1 litre of boiling water and boil with the lid on.Cut 4 slices of ciabatta at an angle and add to the griddle pan. When charred on both sides, rub with a halved garlic clove. Coarsely grate or slice the apple into matchsticks and toss with the roughly chopped parsley and a little lemon juice. Place the chestnut mushrooms on the toasts, crumble over the stilton and walnuts, then pop under the grill until the cheese is melted.Use the stick blender to purée the soup to a consistency you like, then season to taste, if needed, and swirl in the cream and truffle oil.Top the toasts with pinches of apple and parsley and serve on the side.']"
619,https://www.jamieoliver.com/recipes/lamb-recipes/quick-lamb-tagine-with-pan-fried-aubergine-cumin-crunch/,Quick lamb tagine,"['lamb aubergine', 'aubergine', 'lamb neck fillet', 'masala', 'couscous', 'mug couscous', 'crunch', 'pistachio', 'sesame', 'veg', 'tomato', 'preserved lemon', 'onion', 'yoghurt']",[]
620,https://www.jamieoliver.com/recipes/fish-recipes/the-best-fish-baps-with-mushy-peas-tartare-sauce/,The best fish baps,"['bap', 'nice wholewheat bap', 'fish lemon dab', 'mug flour', 'parmesan cheese', 'cress', 'lemon', 'pea', 'potato', 'pea', 'cornichons', 'gem lettuce', 'yoghurt', 'lemon']",[]
621,https://www.jamieoliver.com/recipes/pork-recipes/ultimate-pork-tacos-with-spicy-black-beans-avocado-green-salad/,Ultimate pork tacos,"['pork', 'pork belly', 'bean', 'onion', 'garlic', 'bean', 'salad', 'gem lettuce', 'avocado', 'tomato', 'eating apple', 'soy', 'lime', 'yoghurt', 'taco']",[]
622,https://www.jamieoliver.com/recipes/vegetable-recipes/keralan-veggie-curry-with-poppadoms-rice-minty-yoghurt/,Keralan veggie curry,"['curry', 'cauliflower', 'rapeseed', 'fenugreek', 'curry', 'garlic', 'onion', 'tomato', 'coconut milk', 'chickpea', 'pineapple', 'lemon', 'rice', 'mug minute wholegrain rice', 'lemon', 'poppadoms', 'yoghurt', 'lemon']",[]
623,https://www.jamieoliver.com/recipes/vegetables-recipes/falafel-wraps-with-grilled-veg-salsa/,Falafel wraps,"['falafel', 'bean', 'chickpea', 'lemon', 'harissa', 'allspice', 'flour', 'side', 'onion', 'wholewheat tortilla', 'cheese', 'pickled cabbage', 'salsa', 'tomato', 'garlic', 'lime']",[]
624,https://www.jamieoliver.com/recipes/beef-recipes/grilled-steak-ratatouille-saffron-rice/,Grilled steak ratatouille & saffron rice,"['ratatouille', 'courgette', 'aubergine', 'onion', 'harissa', 'fillet', 'garlic', 'passata', 'yoghurt', 'rice', 'mug minute wholegrain rice', 'lemon', 'steak', 'sirloin steak', 'lemon']",[]
625,https://www.jamieoliver.com/recipes/vegetables-recipes/veggie-chilli-with-crunchy-tortilla-avocado-salad/,Veggie chilli,"['rice', 'onion', 'chipotle ancho', 'garlic', 'chickpea', 'bean', 'passata', 'pack rice', 'salad', 'tortilla wrap', 'avocado', 'yoghurt', 'lime', 'romaine lettuce', 'cucumber', 'tomato']",[]
626,https://www.jamieoliver.com/recipes/fish-recipes/mighty-mackerel-with-mixed-tomato-quinoa-salad/,Mighty mackerel,"['salad', 'mug quinoa', 'lemon', 'tomato', 'mackerel', 'mackerel gutted', 'garlic', 'yoghurt', 'jarred horseradish', 'couple']",[]
627,https://www.jamieoliver.com/recipes/beef-recipes/beef-stroganoff-fluffy-rice-red-onion-parsley-pickle/,Beef stroganoff,"['rice', 'mug minute wholegrain rice', 'spinach', 'pickle', 'onion', 'gherkin', 'stroganoff', 'mushroom', 'garlic', 'sirloin steak', 'lemon', 'swig brandy', 'yoghurt', 'swig semi skimmed milk']","['Ingredients out • Kettle boiled • Medium lidded pan, medium heat • Food processor (fine slicer) • Large frying pan, high heatSTART COOKING\nPut 1 mug of rice, 2 mugs of boiling water, the thyme leaves and a pinch of sea salt and black pepper into the medium pan and put the lid on, stirring occasionally.Peel the onions, then finely slice them with the gherkins in the processor and tip into a bowl.Finely slice the parsley stalks and roughly chop the leaves, then toss into the bowl with a swig of gherkin vinegar and a pinch of salt, scrunching together well.Tear or slice the mushrooms into the frying pan with 2 tablespoons of oil, then squash in the unpeeled garlic through a garlic crusher and add two- thirds of the parsley pickle, stirring regularly.Slice the steaks about 1cm thick and toss with salt, pepper, the paprika and the finely grated lemon zest.Tip the mushrooms on to a plate, then add 2 tablespoons of oil and the steak to the pan in one layer, turning when goldenAdd the spinach to the rice pan and replace the lid. Add the brandy to the steak, carefully light it with a match (if you want), let the flames subside, then return the mushrooms to the pan with the yoghurt and milk and bring to the boil.Transfer the wilted spinach to a nice serving platter, then fluff up and scatter the rice over the top. Spoon over the stroganoff, squeeze and drain the remaining pickle, then scatter over from a height.']"
628,https://www.jamieoliver.com/recipes/fish-recipes/griddled-tuna-kinda-ni-oise-salad/,Griddled tuna kinda niçoise salad,"['salad', 'bean', 'baguette', 'tomato', 'romaine lettuce', 'feta cheese', 'lemon', 'tuna', 'fillet', 'lemon', 'tuna steak', 'wine', 'wholegrain']",[]
629,https://www.jamieoliver.com/recipes/chicken-recipes/quick-chicken-laksa/,Quick chicken laksa,"['chicken', 'chicken thigh out', 'chinese five', 'sesame', 'laksa', 'chicken vegetable stock', 'butternut squash end', 'garlic', 'onion', 'peanut butter', 'lime', 'sesame', 'soy', 'fish', 'rice noodle', 'asparagus', 'coconut milk', 'lime']",[]
630,https://www.jamieoliver.com/recipes/chicken-recipes/sizzling-chicken-fajitas-grilled-peppers-salsa-rice-beans/,Sizzling chicken fajitas,"['salsa', 'chipotle ancho', 'onion', 'tomato', 'lime', 'soy', 'fajitas', 'onion', 'chicken breast', 'rice bean', 'bean', 'pack rice', 'lemon', 'wholemeal flour tortilla', 'yoghurt', 'feta cheese']","['Ingredients out • Kettle boiled • Liquidizer • Griddle pan, high heat • Medium frying pan, medium-high heat • Large pan, medium heatSTART COOKING\nTear the dried chilli into the liquidizer and just cover with boiling water to rehydrate.Trim and add the spring onions with the tomato, coriander stalks, fresh chilli, juice of 1 lime, the balsamic and soy sauce, then pop the lid on and leave to sit.Remove the stalks and seeds from the peppers, then tear up and place on the griddle pan. Peel, quarter and add the red onion, season with sea salt and black pepper, then let it char nicely all over.On a large sheet of greaseproof paper, toss the chicken with salt, pepper and the paprika. Fold over the paper, then bash and flatten the chicken to 1.5cm thick with a rolling pin. Put into the frying pan with 1 tablespoon of oil, turning after 3 or 4 minutes, until golden and cooked through.Drain and rinse the beans, then put into the large pan with 1 tablespoon of oil, the cumin seeds and the whole fresh chilli. Toss regularly for a couple of minutes until the beans are crispy-skinned.Whiz the contents of the liquidizer until smooth, then pour into a little serving bowl.Stir the rice and the juice of 1 lemon into the beans to warm through. Transfer the charred veg to a board, then merely warm the tortillas on the griddle pan. Slice the chicken and serve with the charred veg, rice and beans, tortillas and lime wedges. Dollop yoghurt over the veg, then sprinkle everything with crumbled feta and the coriander leaves.']"
631,https://www.jamieoliver.com/recipes/chicken-recipes/golden-chicken-braised-greens-potato-gratin/,Golden chicken,"['gratin', 'potato', 'onion', 'chicken stock', 'single cream', 'parmesan cheese', 'chicken', 'chicken breast', 'bacon', 'leek', 'spinach', 'pea']",[]
632,https://www.jamieoliver.com/recipes/turkey-recipes/turkey-wellington/,Turkey wellington,"['turkey breast preferably', 'cranberry jam', 'porcini mushroom', 'bacon', 'mushroom chopped', 'turkey', 'carrot chopped', 'leek chopped', 'onion chopped', 'flour', 'butter', 'packet butter puff pastry chilled', 'egg']","['Dad and I had a really interesting conversation about smaller families not wanting whole turkeys for their dinner. So we had a scout around the supermarkets and developed a really delicious and impressive recipe for this. It’s dramatic and stretches the meat a fairly long way. The case of pastry and minced mushrooms keeps the breast moist and delicious and is a little forgiving so the meat holds its juices. You could assemble it a day before and just leave it in the fridge ready to over deliver on Christmas day.Preheat the oven to 180°C/350°F/gas 4. Place the turkey breast upside-down on a board. Gently slice into the natural join of the breast muscle to open it out and make a sort of pocket. Season well and drizzle with olive oil. Sprinkle over half the thyme leaves, then spread over an even layer of cranberry jam, pushing it into all the nooks and crannies. Fold it back into shape to seal the mixture inside – swiss roll-stylie – and push a few cocktail sticks into the seam to keep it together. Transfer the turkey to a roasting tray, season the outside with the remaining thyme leaves, a good pinch of salt and pepper and a drizzle of olive oil. Rub it all over, cover in tin foil and roast in the hot oven for 60 to 70 minutes, or until just cooked through – using a thermometer, you want it to be 72°C at the thickest point. Meanwhile, soak the porcini in a dish of just-boiled water. After 5 minutes, stir with a fork so any bits of grit sink to the bottom. Add the bacon to a large frying pan with a splash of oil on a medium heat and fry for 5 to 10 minutes, or until beautifully golden and super crispy. Strip in the leaves from 2 rosemary sprigs for the last 30 seconds or so. Remove everything from the pan with a slotted spoon and set aside, leaving the bacon fat behind. Add the fresh mushrooms to the pan with a pinch of salt and pepper. Drain and chop the porcini, saving the water, then stir into the pan. Add a splash of the water, avoiding the grit, then cook for around 10 to 15 minutes, or until the pan starts to sizzle again and the mushrooms are golden, soft and sticky with caramelly edges.  To make the gravy, cut the thigh off the turkey leg and slash into it slightly. Throw the leg and thigh into a pot along with the carrot, leek and onion. Stir in the flour, add a good pinch of salt and pepper and 2 litres of boiling water. Add a heaped tablespoon of cranberry jam, the balsamic vinegar and remaining rosemary sprig. Bring back to the boil, then reduce to a simmer for around 2 hours, or until thick. Strain it through a sieve and reheat before serving.When the mushroom pan is dry, add a knob of butter and toss to coat.  Tip the mushrooms into the food processor and whiz until you get a good mixture of smooth and chunky. Leave to cool. Once the turkey breast and stuffing have cooled, you can get on with assembling the wellington.Dust a clean surface with flour, then roll out each packet of puff pastry to the size of a shoe box (one will be the base, one the lid – roll the lid ever so slightly bigger). Line a large roasting tray with greaseproof paper, dust with flour, then add the smaller piece of pastry. Spread half of the mushroom stuffing onto the middle of the base to cover an area the same size as your turkey breast. Remove the cocktail sticks, then place the turkey breast on top and spread the remaining stuffing over the top packing it all in and smoothing it out so that the whole breast is covered.  Sprinkle with the crispy bacon and rosemary, then brush the edges of the pastry with beaten egg. Lay the second sheet of pastry over the top, gently mold it round the shape of the breast, pushing all the air out and seal together. Trim the edges  to around 4cm, then pull, twist, tuck and pinch in the pastry (like in the picture). Brush the whole thing with beaten egg then all the hard work’s done. Leave it uncovered in the fridge overnight until you’re ready to cook. On Christmas day, cook at 180°/350°F/gas 4 for 50 to 60 minutes, or until risen, puffy and beautifully golden and the turkey is piping hot throughout. Remove from the oven and leave to cool for around 10 minutes before carving. Serve carved into 2.5cm with the gravy and all the usual. Christmas in a mouthful.']"
